Frecuencia,0,10,20,30,40,50,60,70,80,90,-90,-80,-70,-60,-50,-40,-30,-20,-10
290.947,0,-0.143719,-0.570583,-1.021566,-1.554785,-1.868439,-2.585278,-2.901375,-3.130943,-4.372643,-4.372643,-3.130943,-2.901375,-2.585278,-1.868439,-1.554785,-1.021566,-0.570583,-0.143719
294.569,0,-0.286779,-0.644083,-1.100636,-1.615543,-1.930418,-2.686758,-3.039169,-3.291988,-4.459934,-4.459934,-3.291988,-3.039169,-2.686758,-1.930418,-1.615543,-1.100636,-0.644083,-0.286779
298.236,0,-0.399971,-0.712309,-1.164293,-1.660853,-2.006931,-2.78595,-3.183582,-3.475361,-4.591015,-4.591015,-3.475361,-3.183582,-2.78595,-2.006931,-1.660853,-1.164293,-0.712309,-0.399971
301.949,0,-0.402861,-0.697213,-1.132641,-1.600743,-1.982899,-2.761841,-3.185282,-3.533076,-4.575709,-4.575709,-3.533076,-3.185282,-2.761841,-1.982899,-1.600743,-1.132641,-0.697213,-0.402861
305.708,0,-0.367918,-0.682974,-1.067658,-1.482258,-1.905604,-2.685643,-3.135262,-3.569565,-4.539166,-4.539166,-3.569565,-3.135262,-2.685643,-1.905604,-1.482258,-1.067658,-0.682974,-0.367918
309.513,0,-0.342407,-0.672369,-1.006755,-1.36425,-1.815738,-2.567129,-3.01156,-3.536491,-4.403268,-4.403268,-3.536491,-3.01156,-2.567129,-1.815738,-1.36425,-1.006755,-0.672369,-0.342407
313.366,0,-0.286684,-0.644293,-0.941696,-1.258764,-1.734905,-2.474518,-2.924452,-3.540812,-4.32358,-4.32358,-3.540812,-2.924452,-2.474518,-1.734905,-1.258764,-0.941696,-0.644293,-0.286684
317.267,0,-0.161705,-0.518512,-0.773821,-1.068401,-1.554947,-2.285318,-2.747087,-3.475609,-4.151821,-4.151821,-3.475609,-2.747087,-2.285318,-1.554947,-1.068401,-0.773821,-0.518512,-0.161705
321.217,0,-0.06567,-0.399599,-0.605297,-0.880527,-1.370954,-2.083549,-2.553529,-3.371944,-3.947744,-3.947744,-3.371944,-2.553529,-2.083549,-1.370954,-0.880527,-0.605297,-0.399599,-0.06567
325.216,0,0.019083,-0.318671,-0.485154,-0.729113,-1.213112,-1.893931,-2.365036,-3.25408,-3.732338,-3.732338,-3.25408,-2.365036,-1.893931,-1.213112,-0.729113,-0.485154,-0.318671,0.019083
329.264,0,0.188065,-0.218248,-0.374394,-0.593739,-1.086397,-1.742544,-2.226152,-3.186665,-3.603563,-3.603563,-3.186665,-2.226152,-1.742544,-1.086397,-0.593739,-0.374394,-0.218248,0.188065
333.363,0,0.343656,-0.015545,-0.187073,-0.35677,-0.878067,-1.489916,-2.058087,-3.112555,-3.51636,-3.51636,-3.112555,-2.058087,-1.489916,-0.878067,-0.35677,-0.187073,-0.015545,0.343656
337.513,0,0.489416,0.173683,-0.001927,-0.135966,-0.677338,-1.248045,-1.871987,-3.017702,-3.452435,-3.452435,-3.017702,-1.871987,-1.248045,-0.677338,-0.135966,-0.001927,0.173683,0.489416
341.715,0,0.538521,0.21801,0.033617,-0.074682,-0.644665,-1.189566,-1.856661,-3.06408,-3.553333,-3.553333,-3.06408,-1.856661,-1.189566,-0.644665,-0.074682,0.033617,0.21801,0.538521
345.969,0,0.567922,0.245972,0.059643,-0.045052,-0.630713,-1.162787,-1.858473,-3.145199,-3.664885,-3.664885,-3.145199,-1.858473,-1.162787,-0.630713,-0.045052,0.059643,0.245972,0.567922
350.276,0,0.581885,0.233317,0.046482,-0.067711,-0.662966,-1.174822,-1.89311,-3.216495,-3.768358,-3.768358,-3.216495,-1.89311,-1.174822,-0.662966,-0.067711,0.046482,0.233317,0.581885
354.636,0,0.582085,0.194083,-0.000572,-0.141916,-0.7514,-1.246795,-1.985225,-3.329105,-3.937597,-3.937597,-3.329105,-1.985225,-1.246795,-0.7514,-0.141916,-0.000572,0.194083,0.582085
359.051,0,0.560627,0.157757,-0.042371,-0.219164,-0.834493,-1.3278,-2.098465,-3.451881,-4.098949,-4.098949,-3.451881,-2.098465,-1.3278,-0.834493,-0.219164,-0.042371,0.157757,0.560627
363.521,0,0.54203,0.130882,-0.072012,-0.293226,-0.916958,-1.411819,-2.211389,-3.555527,-4.23316,-4.23316,-3.555527,-2.211389,-1.411819,-0.916958,-0.293226,-0.072012,0.130882,0.54203
368.046,0,0.508328,0.100193,-0.113106,-0.400009,-1.026545,-1.519842,-2.34272,-3.659344,-4.36739,-4.36739,-3.659344,-2.34272,-1.519842,-1.026545,-0.400009,-0.113106,0.100193,0.508328
372.628,0,0.442752,0.045051,-0.169869,-0.500098,-1.102591,-1.586924,-2.423678,-3.687287,-4.422341,-4.422341,-3.687287,-2.423678,-1.586924,-1.102591,-0.500098,-0.169869,0.045051,0.442752
377.266,0,0.408029,0.023574,-0.184412,-0.537405,-1.106396,-1.582041,-2.421284,-3.59396,-4.337492,-4.337492,-3.59396,-2.421284,-1.582041,-1.106396,-0.537405,-0.184412,0.023574,0.408029
381.963,0,0.366077,0.001411,-0.222492,-0.609255,-1.151257,-1.622372,-2.454949,-3.542414,-4.250632,-4.250632,-3.542414,-2.454949,-1.622372,-1.151257,-0.609255,-0.222492,0.001411,0.366077
386.718,0,0.329361,-0.020667,-0.284491,-0.696822,-1.225863,-1.721449,-2.548552,-3.57462,-4.298401,-4.298401,-3.57462,-2.548552,-1.721449,-1.225863,-0.696822,-0.284491,-0.020667,0.329361
391.532,0,0.29108,-0.037575,-0.33371,-0.752678,-1.271629,-1.780825,-2.588863,-3.572302,-4.302244,-4.302244,-3.572302,-2.588863,-1.780825,-1.271629,-0.752678,-0.33371,-0.037575,0.29108
396.406,0,0.237809,-0.073023,-0.418911,-0.853395,-1.377907,-1.903619,-2.701063,-3.658075,-4.382181,-4.382181,-3.658075,-2.701063,-1.903619,-1.377907,-0.853395,-0.418911,-0.073023,0.237809
401.341,0,0.162068,-0.147295,-0.516538,-0.951585,-1.479282,-2.023592,-2.794857,-3.697242,-4.515838,-4.515838,-3.697242,-2.794857,-2.023592,-1.479282,-0.951585,-0.516538,-0.147295,0.162068
406.337,0,0.075588,-0.216799,-0.616885,-1.034041,-1.547957,-2.093354,-2.823601,-3.659382,-4.588166,-4.588166,-3.659382,-2.823601,-2.093354,-1.547957,-1.034041,-0.616885,-0.216799,0.075588
411.395,0,-0.056705,-0.310726,-0.72813,-1.11269,-1.59749,-2.165899,-2.846975,-3.626308,-4.643497,-4.643497,-3.626308,-2.846975,-2.165899,-1.59749,-1.11269,-0.72813,-0.310726,-0.056705
416.517,0,-0.120639,-0.334739,-0.770416,-1.129188,-1.573715,-2.165794,-2.781839,-3.502016,-4.594612,-4.594612,-3.502016,-2.781839,-2.165794,-1.573715,-1.129188,-0.770416,-0.334739,-0.120639
421.702,0,-0.173921,-0.316267,-0.73699,-1.059274,-1.456413,-2.090349,-2.634782,-3.295669,-4.434719,-4.434719,-3.295669,-2.634782,-2.090349,-1.456413,-1.059274,-0.73699,-0.316267,-0.173921
426.951,0,-0.261011,-0.330954,-0.722466,-1.023445,-1.370621,-2.036667,-2.538777,-3.144055,-4.286442,-4.286442,-3.144055,-2.538777,-2.036667,-1.370621,-1.023445,-0.722466,-0.330954,-0.261011
432.266,0,-0.3014,-0.35657,-0.733634,-1.020546,-1.326161,-2.025147,-2.484217,-3.040858,-4.176817,-4.176817,-3.040858,-2.484217,-2.025147,-1.326161,-1.020546,-0.733634,-0.35657,-0.3014
437.648,0,-0.321808,-0.362997,-0.725584,-0.989275,-1.267853,-1.992607,-2.432813,-2.955341,-4.079427,-4.079427,-2.955341,-2.432813,-1.992607,-1.267853,-0.989275,-0.725584,-0.362997,-0.321808
443.096,0,-0.321427,-0.337362,-0.68738,-0.92968,-1.186915,-1.926365,-2.352209,-2.853108,-3.96924,-3.96924,-2.853108,-2.352209,-1.926365,-1.186915,-0.92968,-0.68738,-0.337362,-0.321427
448.612,0,-0.299616,-0.308437,-0.65237,-0.87801,-1.125746,-1.876993,-2.295351,-2.779617,-3.901462,-3.901462,-2.779617,-2.295351,-1.876993,-1.125746,-0.87801,-0.65237,-0.308437,-0.299616
454.196,0,-0.271864,-0.275974,-0.613136,-0.823584,-1.065712,-1.829033,-2.23856,-2.72459,-3.852682,-3.852682,-2.72459,-2.23856,-1.829033,-1.065712,-0.823584,-0.613136,-0.275974,-0.271864
459.851,0,-0.242319,-0.240688,-0.570392,-0.762338,-0.997057,-1.767759,-2.164364,-2.653284,-3.782978,-3.782978,-2.653284,-2.164364,-1.767759,-0.997057,-0.762338,-0.570392,-0.240688,-0.242319
465.575,0,-0.19145,-0.195856,-0.528898,-0.705146,-0.939178,-1.712255,-2.091989,-2.584152,-3.716363,-3.716363,-2.584152,-2.091989,-1.712255,-0.939178,-0.705146,-0.528898,-0.195856,-0.19145
471.371,0,-0.155859,-0.166273,-0.510969,-0.66865,-0.903235,-1.679773,-2.045422,-2.540607,-3.687038,-3.687038,-2.540607,-2.045422,-1.679773,-0.903235,-0.66865,-0.510969,-0.166273,-0.155859
477.239,0,-0.140524,-0.154123,-0.509519,-0.646,-0.88026,-1.668768,-2.023916,-2.522678,-3.692436,-3.692436,-2.522678,-2.023916,-1.668768,-0.88026,-0.646,-0.509519,-0.154123,-0.140524
483.18,0,-0.13546,-0.138684,-0.4984,-0.630322,-0.859681,-1.66956,-2.009364,-2.505932,-3.701859,-3.701859,-2.505932,-2.009364,-1.66956,-0.859681,-0.630322,-0.4984,-0.138684,-0.13546
489.195,0,-0.176944,-0.16242,-0.519104,-0.646457,-0.862321,-1.688785,-2.00118,-2.496271,-3.733148,-3.733148,-2.496271,-2.00118,-1.688785,-0.862321,-0.646457,-0.519104,-0.16242,-0.176944
495.285,0,-0.238648,-0.197649,-0.520459,-0.638209,-0.82798,-1.674328,-1.961432,-2.451926,-3.723526,-3.723526,-2.451926,-1.961432,-1.674328,-0.82798,-0.638209,-0.520459,-0.197649,-0.238648
501.45,0,-0.321016,-0.247068,-0.524711,-0.637398,-0.795755,-1.654529,-1.927986,-2.398453,-3.636274,-3.636274,-2.398453,-1.927986,-1.654529,-0.795755,-0.637398,-0.524711,-0.247068,-0.321016
507.693,0,-0.389538,-0.328636,-0.572148,-0.704842,-0.856028,-1.741848,-2.01994,-2.474099,-3.681231,-3.681231,-2.474099,-2.01994,-1.741848,-0.856028,-0.704842,-0.572148,-0.328636,-0.389538
514.013,0,-0.430966,-0.405207,-0.610085,-0.772743,-0.922775,-1.817551,-2.121191,-2.565203,-3.722983,-3.722983,-2.565203,-2.121191,-1.817551,-0.922775,-0.772743,-0.610085,-0.405207,-0.430966
520.412,0,-0.475606,-0.48109,-0.692787,-0.908556,-1.079187,-2.003612,-2.344636,-2.801532,-3.823652,-3.823652,-2.801532,-2.344636,-2.003612,-1.079187,-0.908556,-0.692787,-0.48109,-0.475606
526.89,0,-0.512581,-0.615683,-0.818453,-1.134539,-1.356363,-2.302637,-2.673102,-3.168917,-4.102087,-4.102087,-3.168917,-2.673102,-2.302637,-1.356363,-1.134539,-0.818453,-0.615683,-0.512581
533.449,0,-0.467338,-0.694446,-0.95191,-1.402349,-1.698694,-2.592048,-3.010101,-3.532819,-4.47401,-4.47401,-3.532819,-3.010101,-2.592048,-1.698694,-1.402349,-0.95191,-0.694446,-0.467338
540.09,0,-0.541954,-0.873709,-1.163473,-1.745338,-2.155628,-3.021393,-3.512125,-4.081278,-5.055332,-5.055332,-4.081278,-3.512125,-3.021393,-2.155628,-1.745338,-1.163473,-0.873709,-0.541954
546.814,0,-0.511713,-0.954018,-1.358519,-2.100945,-2.688322,-3.488512,-4.099216,-4.769306,-5.762932,-5.762932,-4.769306,-4.099216,-3.488512,-2.688322,-2.100945,-1.358519,-0.954018,-0.511713
553.621,0,-0.382852,-0.819082,-1.286869,-2.090444,-2.790365,-3.552112,-4.152917,-4.945173,-5.981996,-5.981996,-4.945173,-4.152917,-3.552112,-2.790365,-2.090444,-1.286869,-0.819082,-0.382852
560.513,0,-0.343551,-0.723495,-1.206121,-2.033558,-2.786731,-3.546953,-4.129438,-4.984941,-6.028118,-6.028118,-4.984941,-4.129438,-3.546953,-2.786731,-2.033558,-1.206121,-0.723495,-0.343551
567.49,0,-0.341893,-0.704003,-1.201716,-2.050448,-2.838364,-3.617764,-4.224348,-5.11921,-6.142474,-6.142474,-5.11921,-4.224348,-3.617764,-2.838364,-2.050448,-1.201716,-0.704003,-0.341893
574.555,0,-0.322914,-0.716333,-1.223497,-2.07571,-2.872524,-3.670845,-4.292564,-5.197429,-6.165351,-6.165351,-5.197429,-4.292564,-3.670845,-2.872524,-2.07571,-1.223497,-0.716333,-0.322914
581.707,0,-0.328893,-0.756216,-1.276941,-2.12554,-2.921953,-3.749237,-4.375725,-5.285635,-6.238203,-6.238203,-5.285635,-4.375725,-3.749237,-2.921953,-2.12554,-1.276941,-0.756216,-0.328893
588.949,0,-0.353174,-0.788488,-1.316433,-2.16506,-2.949724,-3.790016,-4.43717,-5.354127,-6.316166,-6.316166,-5.354127,-4.43717,-3.790016,-2.949724,-2.16506,-1.316433,-0.788488,-0.353174
596.281,0,-0.391283,-0.83621,-1.378898,-2.227077,-3.012323,-3.870172,-4.538813,-5.453281,-6.426868,-6.426868,-5.453281,-4.538813,-3.870172,-3.012323,-2.227077,-1.378898,-0.83621,-0.391283
603.703,0,-0.429554,-0.884523,-1.420164,-2.272052,-3.06859,-3.942566,-4.646082,-5.58402,-6.59852,-6.59852,-5.58402,-4.646082,-3.942566,-3.06859,-2.272052,-1.420164,-0.884523,-0.429554
611.219,0,-0.416155,-0.893288,-1.42169,-2.272825,-3.095016,-3.96781,-4.733047,-5.688543,-6.738272,-6.738272,-5.688543,-4.733047,-3.96781,-3.095016,-2.272825,-1.42169,-0.893288,-0.416155
618.828,0,-0.374002,-0.84197,-1.385136,-2.226667,-3.08032,-3.958168,-4.799881,-5.769215,-6.827002,-6.827002,-5.769215,-4.799881,-3.958168,-3.08032,-2.226667,-1.385136,-0.84197,-0.374002
626.531,0,-0.338831,-0.776921,-1.341362,-2.185812,-3.088923,-3.977022,-4.898424,-5.891648,-6.943846,-6.943846,-5.891648,-4.898424,-3.977022,-3.088923,-2.185812,-1.341362,-0.776921,-0.338831
634.331,0,-0.241718,-0.669651,-1.242885,-2.102155,-3.083047,-3.996343,-5.015678,-6.025524,-7.119875,-7.119875,-6.025524,-5.015678,-3.996343,-3.083047,-2.102155,-1.242885,-0.669651,-0.241718
642.228,0,-0.106125,-0.5544,-1.126547,-2.014589,-3.039026,-3.945112,-5.061588,-6.063604,-7.224512,-7.224512,-6.063604,-5.061588,-3.945112,-3.039026,-2.014589,-1.126547,-0.5544,-0.106125
650.222,0,-0.052319,-0.51095,-1.058035,-1.965828,-3.026943,-3.95483,-5.126782,-6.155749,-7.322321,-7.322321,-6.155749,-5.126782,-3.95483,-3.026943,-1.965828,-1.058035,-0.51095,-0.052319
658.317,0,-0.062513,-0.51178,-1.052074,-1.968346,-3.056994,-4.019594,-5.248156,-6.298389,-7.476215,-7.476215,-6.298389,-5.248156,-4.019594,-3.056994,-1.968346,-1.052074,-0.51178,-0.062513
666.512,0,-0.064345,-0.511389,-1.044474,-1.952725,-3.034344,-4.021635,-5.269385,-6.325093,-7.532635,-7.532635,-6.325093,-5.269385,-4.021635,-3.034344,-1.952725,-1.044474,-0.511389,-0.064345
674.809,0,-0.069962,-0.512638,-1.0396,-1.929245,-3.002319,-4.005032,-5.299521,-6.350384,-7.609577,-7.609577,-6.350384,-5.299521,-4.005032,-3.002319,-1.929245,-1.0396,-0.512638,-0.069962
683.21,0,-0.113822,-0.549851,-1.077614,-1.936284,-3.002835,-4.036828,-5.398255,-6.455832,-7.716485,-7.716485,-6.455832,-5.398255,-4.036828,-3.002835,-1.936284,-1.077614,-0.549851,-0.113822
691.715,0,-0.154362,-0.601606,-1.111765,-1.943808,-2.999391,-4.061413,-5.464258,-6.564808,-7.80467,-7.80467,-6.564808,-5.464258,-4.061413,-2.999391,-1.943808,-1.111765,-0.601606,-0.154362
700.326,0,-0.172433,-0.603036,-1.111726,-1.915283,-2.919454,-3.988552,-5.384836,-6.528911,-7.761802,-7.761802,-6.528911,-5.384836,-3.988552,-2.919454,-1.915283,-1.111726,-0.603036,-0.172433
709.044,0,-0.200167,-0.610504,-1.090479,-1.882181,-2.830381,-3.892183,-5.259609,-6.421108,-7.682314,-7.682314,-6.421108,-5.259609,-3.892183,-2.830381,-1.882181,-1.090479,-0.610504,-0.200167
717.871,0,-0.226631,-0.627422,-1.094665,-1.866035,-2.797851,-3.856592,-5.226669,-6.404524,-7.671261,-7.671261,-6.404524,-5.226669,-3.856592,-2.797851,-1.866035,-1.094665,-0.627422,-0.226631
726.807,0,-0.217867,-0.605154,-1.055355,-1.813555,-2.715531,-3.767901,-5.135307,-6.336355,-7.613964,-7.613964,-6.336355,-5.135307,-3.767901,-2.715531,-1.813555,-1.055355,-0.605154,-0.217867
735.855,0,-0.18158,-0.549164,-0.990582,-1.738387,-2.610464,-3.648625,-4.992342,-6.222544,-7.511378,-7.511378,-6.222544,-4.992342,-3.648625,-2.610464,-1.738387,-0.990582,-0.549164,-0.18158
745.016,0,-0.150786,-0.50149,-0.928154,-1.672049,-2.524443,-3.540974,-4.887743,-6.124506,-7.448664,-7.448664,-6.124506,-4.887743,-3.540974,-2.524443,-1.672049,-0.928154,-0.50149,-0.150786
754.29,0,-0.109968,-0.450812,-0.863829,-1.596022,-2.434092,-3.428469,-4.767628,-5.989304,-7.305498,-7.305498,-5.989304,-4.767628,-3.428469,-2.434092,-1.596022,-0.863829,-0.450812,-0.109968
763.68,0,-0.066548,-0.416317,-0.821305,-1.535254,-2.364226,-3.366032,-4.693985,-5.904465,-7.206517,-7.206517,-5.904465,-4.693985,-3.366032,-2.364226,-1.535254,-0.821305,-0.416317,-0.066548
773.187,0,-0.04899,-0.404615,-0.802116,-1.504535,-2.297706,-3.292617,-4.610567,-5.826368,-7.133732,-7.133732,-5.826368,-4.610567,-3.292617,-2.297706,-1.504535,-0.802116,-0.404615,-0.04899
782.812,0,-0.068426,-0.427294,-0.839443,-1.528111,-2.290812,-3.286686,-4.586372,-5.791578,-7.061501,-7.061501,-5.791578,-4.586372,-3.286686,-2.290812,-1.528111,-0.839443,-0.427294,-0.068426
792.557,0,-0.108156,-0.448838,-0.882082,-1.561318,-2.284622,-3.288889,-4.571362,-5.79217,-7.017117,-7.017117,-5.79217,-4.571362,-3.288889,-2.284622,-1.561318,-0.882082,-0.448838,-0.108156
802.424,0,-0.137873,-0.469961,-0.915613,-1.580992,-2.287989,-3.271713,-4.521322,-5.754604,-6.983108,-6.983108,-5.754604,-4.521322,-3.271713,-2.287989,-1.580992,-0.915613,-0.469961,-0.137873
812.413,0,-0.121355,-0.461998,-0.916633,-1.553917,-2.23772,-3.181238,-4.369554,-5.592174,-6.837358,-6.837358,-5.592174,-4.369554,-3.181238,-2.23772,-1.553917,-0.916633,-0.461998,-0.121355
822.526,0,-0.157528,-0.455112,-0.933914,-1.550798,-2.186966,-3.103571,-4.243326,-5.473661,-6.640558,-6.640558,-5.473661,-4.243326,-3.103571,-2.186966,-1.550798,-0.933914,-0.455112,-0.157528
832.766,0,-0.187082,-0.434151,-0.923958,-1.510143,-2.133913,-3.029585,-4.109574,-5.328999,-6.477356,-6.477356,-5.328999,-4.109574,-3.029585,-2.133913,-1.510143,-0.923958,-0.434151,-0.187082
843.133,0,-0.115576,-0.37405,-0.866823,-1.446095,-2.057934,-2.887573,-3.92457,-5.094099,-6.26586,-6.26586,-5.094099,-3.92457,-2.887573,-2.057934,-1.446095,-0.866823,-0.37405,-0.115576
853.629,0,-0.076933,-0.359087,-0.830145,-1.404514,-1.996632,-2.789726,-3.802242,-4.907188,-6.044712,-6.044712,-4.907188,-3.802242,-2.789726,-1.996632,-1.404514,-0.830145,-0.359087,-0.076933
864.255,0,-0.120611,-0.429716,-0.90414,-1.48447,-2.080326,-2.866792,-3.871689,-4.935627,-6.036997,-6.036997,-4.935627,-3.871689,-2.866792,-2.080326,-1.48447,-0.90414,-0.429716,-0.120611
875.014,0,-0.164299,-0.510387,-0.999861,-1.586552,-2.181349,-2.959947,-3.952303,-4.972677,-6.069355,-6.069355,-4.972677,-3.952303,-2.959947,-2.181349,-1.586552,-0.999861,-0.510387,-0.164299
885.907,0,-0.175562,-0.51754,-1.028414,-1.613598,-2.221299,-2.994833,-3.982573,-4.968644,-6.095143,-6.095143,-4.968644,-3.982573,-2.994833,-2.221299,-1.613598,-1.028414,-0.51754,-0.175562
896.935,0,-0.185786,-0.509348,-1.049567,-1.632385,-2.269707,-3.052273,-4.045153,-5.011997,-6.195421,-6.195421,-5.011997,-4.045153,-3.052273,-2.269707,-1.632385,-1.049567,-0.509348,-0.185786
908.101,0,-0.183697,-0.506687,-1.041422,-1.634331,-2.31637,-3.121491,-4.13002,-5.105515,-6.322088,-6.322088,-5.105515,-4.13002,-3.121491,-2.31637,-1.634331,-1.041422,-0.506687,-0.183697
919.406,0,-0.162821,-0.484896,-1.019163,-1.624346,-2.343426,-3.195381,-4.217148,-5.215139,-6.437883,-6.437883,-5.215139,-4.217148,-3.195381,-2.343426,-1.624346,-1.019163,-0.484896,-0.162821
930.851,0,-0.137024,-0.470352,-1.003971,-1.63888,-2.394647,-3.271837,-4.316692,-5.333977,-6.556396,-6.556396,-5.333977,-4.316692,-3.271837,-2.394647,-1.63888,-1.003971,-0.470352,-0.137024
942.439,0,-0.123796,-0.471706,-1.003151,-1.674051,-2.46767,-3.355179,-4.415493,-5.447569,-6.652765,-6.652765,-5.447569,-4.415493,-3.355179,-2.46767,-1.674051,-1.003151,-0.471706,-0.123796
954.171,0,-0.119056,-0.490331,-1.02498,-1.723537,-2.552509,-3.447284,-4.512844,-5.560159,-6.781749,-6.781749,-5.560159,-4.512844,-3.447284,-2.552509,-1.723537,-1.02498,-0.490331,-0.119056
966.049,0,-0.100116,-0.466785,-1.011982,-1.722297,-2.553262,-3.467464,-4.515285,-5.578193,-6.841001,-6.841001,-5.578193,-4.515285,-3.467464,-2.553262,-1.722297,-1.011982,-0.466785,-0.100116
978.076,0,-0.083532,-0.459346,-0.995664,-1.725711,-2.544555,-3.434743,-4.477262,-5.581388,-6.88035,-6.88035,-5.581388,-4.477262,-3.434743,-2.544555,-1.725711,-0.995664,-0.459346,-0.083532
990.251,0,-0.094843,-0.478754,-1.010876,-1.757956,-2.569008,-3.43359,-4.487925,-5.627079,-6.947806,-6.947806,-5.627079,-4.487925,-3.43359,-2.569008,-1.757956,-1.010876,-0.478754,-0.094843
1002.579,0,-0.100537,-0.469389,-1.004544,-1.753388,-2.573863,-3.467942,-4.535342,-5.706101,-7.025414,-7.025414,-5.706101,-4.535342,-3.467942,-2.573863,-1.753388,-1.004544,-0.469389,-0.100537
1015.06,0,-0.131245,-0.481301,-1.022501,-1.768122,-2.589417,-3.511715,-4.614678,-5.830717,-7.152157,-7.152157,-5.830717,-4.614678,-3.511715,-2.589417,-1.768122,-1.022501,-0.481301,-0.131245
1027.696,0,-0.169773,-0.503664,-1.041183,-1.778993,-2.597398,-3.570566,-4.698219,-5.942888,-7.284603,-7.284603,-5.942888,-4.698219,-3.570566,-2.597398,-1.778993,-1.041183,-0.503664,-0.169773
1040.489,0,-0.199166,-0.520802,-1.052532,-1.794014,-2.595911,-3.661156,-4.832277,-6.114178,-7.448834,-7.448834,-6.114178,-4.832277,-3.661156,-2.595911,-1.794014,-1.052532,-0.520802,-0.199166
1053.442,0,-0.192471,-0.495415,-1.022196,-1.776342,-2.586718,-3.735533,-4.955807,-6.30085,-7.674236,-7.674236,-6.30085,-4.955807,-3.735533,-2.586718,-1.776342,-1.022196,-0.495415,-0.192471
1066.556,0,-0.160799,-0.44199,-0.951119,-1.701575,-2.532692,-3.676453,-4.926634,-6.309166,-7.766972,-7.766972,-6.309166,-4.926634,-3.676453,-2.532692,-1.701575,-0.951119,-0.44199,-0.160799
1079.833,0,-0.147505,-0.416794,-0.911703,-1.669646,-2.523184,-3.675385,-4.967575,-6.411238,-7.896538,-7.896538,-6.411238,-4.967575,-3.675385,-2.523184,-1.669646,-0.911703,-0.416794,-0.147505
1093.276,0,-0.121479,-0.362291,-0.823774,-1.566772,-2.439365,-3.596887,-4.907808,-6.394901,-7.937651,-7.937651,-6.394901,-4.907808,-3.596887,-2.439365,-1.566772,-0.823774,-0.362291,-0.121479
1106.886,0,-0.101128,-0.32444,-0.765161,-1.504049,-2.381325,-3.492422,-4.792404,-6.291714,-7.882769,-7.882769,-6.291714,-4.792404,-3.492422,-2.381325,-1.504049,-0.765161,-0.32444,-0.101128
1120.665,0,-0.073519,-0.286856,-0.693779,-1.414967,-2.299242,-3.362885,-4.67206,-6.154547,-7.764166,-7.764166,-6.154547,-4.67206,-3.362885,-2.299242,-1.414967,-0.693779,-0.286856,-0.073519
1134.616,0,-0.073776,-0.271348,-0.657901,-1.357831,-2.235136,-3.267488,-4.560098,-6.049175,-7.660158,-7.660158,-6.049175,-4.560098,-3.267488,-2.235136,-1.357831,-0.657901,-0.271348,-0.073776
1148.741,0,-0.079966,-0.272207,-0.646782,-1.336393,-2.213106,-3.229322,-4.510336,-5.989532,-7.5893,-7.5893,-5.989532,-4.510336,-3.229322,-2.213106,-1.336393,-0.646782,-0.272207,-0.079966
1163.041,0,-0.090541,-0.266361,-0.637912,-1.311836,-2.179927,-3.187007,-4.460601,-5.932998,-7.532465,-7.532465,-5.932998,-4.460601,-3.187007,-2.179927,-1.311836,-0.637912,-0.266361,-0.090541
1177.519,0,-0.114813,-0.257473,-0.629206,-1.280318,-2.133208,-3.125067,-4.372836,-5.813141,-7.415324,-7.415324,-5.813141,-4.372836,-3.125067,-2.133208,-1.280318,-0.629206,-0.257473,-0.114813
1192.178,0,-0.114813,-0.220871,-0.562659,-1.194249,-2.017498,-3.013649,-4.216347,-5.630198,-7.20167,-7.20167,-5.630198,-4.216347,-3.013649,-2.017498,-1.194249,-0.562659,-0.220871,-0.114813
1207.019,0,-0.091009,-0.170936,-0.482616,-1.101084,-1.910352,-2.924919,-4.108591,-5.509071,-7.008114,-7.008114,-5.509071,-4.108591,-2.924919,-1.910352,-1.101084,-0.482616,-0.170936,-0.091009
1222.045,0,-0.056076,-0.124026,-0.408955,-1.012478,-1.819621,-2.846032,-4.025288,-5.401049,-6.856469,-6.856469,-5.401049,-4.025288,-2.846032,-1.819621,-1.012478,-0.408955,-0.124026,-0.056076
1237.258,0,0.000858,-0.047131,-0.301094,-0.889435,-1.698446,-2.744427,-3.930245,-5.282679,-6.685591,-6.685591,-5.282679,-3.930245,-2.744427,-1.698446,-0.889435,-0.301094,-0.047131,0.000858
1252.66,0,0.04984,-0.003404,-0.228099,-0.80882,-1.635646,-2.676372,-3.872442,-5.201005,-6.566076,-6.566076,-5.201005,-3.872442,-2.676372,-1.635646,-0.80882,-0.228099,-0.003404,0.04984
1268.254,0,0.077972,0.039549,-0.163765,-0.737057,-1.58308,-2.633629,-3.832426,-5.139503,-6.485538,-6.485538,-5.139503,-3.832426,-2.633629,-1.58308,-0.737057,-0.163765,0.039549,0.077972
1284.042,0,0.081339,0.057869,-0.116348,-0.682163,-1.525545,-2.552233,-3.743591,-5.057506,-6.405811,-6.405811,-5.057506,-3.743591,-2.552233,-1.525545,-0.682163,-0.116348,0.057869,0.081339
1300.027,0,0.034914,0.014629,-0.127525,-0.678587,-1.534824,-2.543936,-3.743668,-5.060511,-6.402454,-6.402454,-5.060511,-3.743668,-2.543936,-1.534824,-0.678587,-0.127525,0.014629,0.034914
